,Unnamed: 0,Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
380963,2498712,1617955200,2021-04-09 08:00:00+00:00,ETH-USD,2078.4,2078.64,2077.82,2078.54,43.36214514
381023,2498772,1617958800,2021-04-09 09:00:00+00:00,ETH-USD,2068.1,2070.84,2068.1,2070.54,32.37094125
381083,2498832,1617962400,2021-04-09 10:00:00+00:00,ETH-USD,2079.48,2079.48,2074.35,2077.79,81.58368406
381143,2498892,1617966000,2021-04-09 11:00:00+00:00,ETH-USD,2088.77,2089.83,2085.76,2085.83,59.68761827
381203,2498952,1617969600,2021-04-09 12:00:00+00:00,ETH-USD,2084.05,2085.86,2081.02,2081.02,75.91873606
381263,2499012,1617973200,2021-04-09 13:00:00+00:00,ETH-USD,2079.11,2079.16,2075.78,2078.8,34.184146000000005
381323,2499072,1617976800,2021-04-09 14:00:00+00:00,ETH-USD,2074.98,2077.64,2073.66,2077.59,124.57556482
381383,2499132,1617980400,2021-04-09 15:00:00+00:00,ETH-USD,2067.95,2068.21,2065.0,2065.14,29.45853586
381443,2499192,1617984000,2021-04-09 16:00:00+00:00,ETH-USD,2061.23,2064.0,2061.23,2064.0,102.33078476
381503,2499252,1617987600,2021-04-09 17:00:00+00:00,ETH-USD,2070.81,2070.83,2069.68,2069.68,55.97385169
381563,2499312,1617991200,2021-04-09 18:00:00+00:00,ETH-USD,2074.76,2076.8,2074.76,2076.8,77.08811378
381623,2499372,1617994800,2021-04-09 19:00:00+00:00,ETH-USD,2078.43,2080.0,2076.1,2079.89,161.68739008
381683,2499432,1617998400,2021-04-09 20:00:00+00:00,ETH-USD,2077.1,2079.11,2077.1,2078.04,26.73069059
381743,2499492,1618002000,2021-04-09 21:00:00+00:00,ETH-USD,2070.78,2070.79,2069.0,2069.0,59.08454969
381803,2499552,1618005600,2021-04-09 22:00:00+00:00,ETH-USD,2074.8,2074.96,2074.17,2074.18,25.08392387
381863,2499612,1618009200,2021-04-09 23:00:00+00:00,ETH-USD,2065.8,2066.71,2064.36,2064.5,64.62429893
381923,2499672,1618012800,2021-04-10 00:00:00+00:00,ETH-USD,2066.5,2067.66,2065.44,2066.74,52.53190016
381983,2499732,1618016400,2021-04-10 01:00:00+00:00,ETH-USD,2066.34,2068.09,2066.34,2067.32,159.30030028
382043,2499792,1618020000,2021-04-10 02:00:00+00:00,ETH-USD,2095.0,2096.13,2094.62,2094.81,189.00246346
382103,2499852,1618023600,2021-04-10 03:00:00+00:00,ETH-USD,2114.99,2118.0,2114.99,2117.83,269.89541298
382163,2499912,1618027200,2021-04-10 04:00:00+00:00,ETH-USD,2142.92,2147.47,2142.53,2147.16,185.00012785
382223,2499972,1618030800,2021-04-10 05:00:00+00:00,ETH-USD,2188.45,2194.44,2188.45,2194.35,291.53826919
382283,2500032,1618034400,2021-04-10 06:00:00+00:00,ETH-USD,2170.62,2176.02,2170.62,2176.02,157.71084389
382343,2500092,1618038000,2021-04-10 07:00:00+00:00,ETH-USD,2167.56,2172.23,2167.56,2169.67,51.93522435
382403,2500152,1618041600,2021-04-10 08:00:00+00:00,ETH-USD,2163.27,2167.32,2163.26,2167.27,128.06523659
382463,2500212,1618045200,2021-04-10 09:00:00+00:00,ETH-USD,2161.14,2163.67,2161.13,2161.26,20.86771082
382523,2500272,1618048800,2021-04-10 10:00:00+00:00,ETH-USD,2164.82,2166.7,2164.81,2165.85,43.25361463
382583,2500332,1618052400,2021-04-10 11:00:00+00:00,ETH-USD,2162.57,2163.03,2161.93,2163.03,15.86778057
382643,2500392,1618056000,2021-04-10 12:00:00+00:00,ETH-USD,2158.07,2164.0,2158.07,2163.57,35.70158602
382703,2500452,1618059600,2021-04-10 13:00:00+00:00,ETH-USD,2142.6,2145.67,2142.6,2144.65,78.88317276
382763,2500512,1618063200,2021-04-10 14:00:00+00:00,ETH-USD,2156.86,2156.92,2155.01,2155.61,68.84888594
382823,2500572,1618066800,2021-04-10 15:00:00+00:00,ETH-USD,2157.25,2157.27,2155.68,2155.68,66.58937916
382883,2500632,1618070400,2021-04-10 16:00:00+00:00,ETH-USD,2155.0,2163.1,2154.99,2161.65,370.77250478
382943,2500692,1618074000,2021-04-10 17:00:00+00:00,ETH-USD,2152.4,2152.4,2148.39,2148.48,47.19898425
383003,2500752,1618077600,2021-04-10 18:00:00+00:00,ETH-USD,2144.37,2144.37,2136.0,2138.9,310.82443943
383063,2500812,1618081200,2021-04-10 19:00:00+00:00,ETH-USD,2140.7,2140.7,2137.67,2137.68,53.97031674
383123,2500872,1618084800,2021-04-10 20:00:00+00:00,ETH-USD,2126.48,2131.56,2122.48,2130.51,692.6721952
383183,2500932,1618088400,2021-04-10 21:00:00+00:00,ETH-USD,2094.44,2094.5,2085.4,2085.55,238.02690356
383243,2500992,1618092000,2021-04-10 22:00:00+00:00,ETH-USD,2115.36,2115.38,2112.5,2113.24,160.71877728
383303,2501052,1618095600,2021-04-10 23:00:00+00:00,ETH-USD,2110.35,2112.31,2107.93,2112.31,126.41169955
383363,2501112,1618099200,2021-04-11 00:00:00+00:00,ETH-USD,2133.07,2141.08,2133.07,2141.08,106.94849075
383423,2501172,1618102800,2021-04-11 01:00:00+00:00,ETH-USD,2135.17,2135.17,2131.12,2132.6,63.04060312
383483,2501232,1618106400,2021-04-11 02:00:00+00:00,ETH-USD,2151.81,2152.4,2150.21,2150.87,137.31690428
383543,2501292,1618110000,2021-04-11 03:00:00+00:00,ETH-USD,2152.09,2152.28,2151.0,2151.27,27.76192929
383603,2501352,1618113600,2021-04-11 04:00:00+00:00,ETH-USD,2143.65,2146.0,2143.57,2144.77,68.40741786
383663,2501412,1618117200,2021-04-11 05:00:00+00:00,ETH-USD,2129.35,2129.35,2128.03,2128.97,18.86254001
383723,2501472,1618120800,2021-04-11 06:00:00+00:00,ETH-USD,2121.04,2125.11,2121.03,2124.6,49.47945605
383783,2501532,1618124400,2021-04-11 07:00:00+00:00,ETH-USD,2128.08,2130.41,2127.87,2128.07,23.32174966
383843,2501592,1618128000,2021-04-11 08:00:00+00:00,ETH-USD,2129.97,2134.0,2129.96,2134.0,137.90021808
383903,2501652,1618131600,2021-04-11 09:00:00+00:00,ETH-USD,2142.01,2147.0,2142.0,2145.61,326.05126726
383963,2501712,1618135200,2021-04-11 10:00:00+00:00,ETH-USD,2137.28,2139.94,2137.28,2139.68,18.73995122
384023,2501772,1618138800,2021-04-11 11:00:00+00:00,ETH-USD,2139.2,2142.97,2139.2,2141.83,24.82781829
384083,2501832,1618142400,2021-04-11 12:00:00+00:00,ETH-USD,2145.71,2149.11,2145.71,2149.11,60.79208120000001
384143,2501892,1618146000,2021-04-11 13:00:00+00:00,ETH-USD,2143.84,2145.0,2143.24,2144.57,12.5419381
384203,2501952,1618149600,2021-04-11 14:00:00+00:00,ETH-USD,2125.59,2125.69,2122.11,2123.5,66.36676179
384263,2502012,1618153200,2021-04-11 15:00:00+00:00,ETH-USD,2138.59,2142.0,2138.59,2142.0,110.42406052
384323,2502072,1618156800,2021-04-11 16:00:00+00:00,ETH-USD,2147.52,2152.54,2147.4,2151.29,126.63307039
384383,2502132,1618160400,2021-04-11 17:00:00+00:00,ETH-USD,2136.0,2136.68,2135.35,2135.94,19.38866455
384443,2502192,1618164000,2021-04-11 18:00:00+00:00,ETH-USD,2146.49,2148.94,2146.48,2148.94,37.04834149
384503,2502252,1618167600,2021-04-11 19:00:00+00:00,ETH-USD,2149.68,2150.0,2148.85,2149.31,18.68556093
384563,2502312,1618171200,2021-04-11 20:00:00+00:00,ETH-USD,2141.93,2143.15,2136.51,2138.47,263.46625468
384623,2502372,1618174800,2021-04-11 21:00:00+00:00,ETH-USD,2144.58,2144.58,2139.96,2139.97,79.33136809
384683,2502432,1618178400,2021-04-11 22:00:00+00:00,ETH-USD,2133.93,2133.93,2131.06,2131.06,584.97116354
384743,2502492,1618182000,2021-04-11 23:00:00+00:00,ETH-USD,2144.51,2144.51,2142.29,2144.51,44.15419
384803,2502552,1618185600,2021-04-12 00:00:00+00:00,ETH-USD,2150.54,2155.6,2150.53,2155.59,324.18854287
384863,2502612,1618189200,2021-04-12 01:00:00+00:00,ETH-USD,2137.26,2139.04,2137.25,2138.87,20.4068585
384923,2502672,1618192800,2021-04-12 02:00:00+00:00,ETH-USD,2145.22,2145.27,2144.59,2144.62,34.75074341
384983,2502732,1618196400,2021-04-12 03:00:00+00:00,ETH-USD,2134.27,2135.19,2133.23,2133.69,124.78246664
385043,2502792,1618200000,2021-04-12 04:00:00+00:00,ETH-USD,2148.32,2150.0,2148.32,2149.32,136.78995469
385103,2502852,1618203600,2021-04-12 05:00:00+00:00,ETH-USD,2150.02,2153.29,2150.02,2153.28,28.90671214
385163,2502912,1618207200,2021-04-12 06:00:00+00:00,ETH-USD,2148.88,2149.35,2148.88,2149.19,14.8727841
385223,2502972,1618210800,2021-04-12 07:00:00+00:00,ETH-USD,2184.32,2187.66,2184.28,2187.3,109.30405814
385283,2503032,1618214400,2021-04-12 08:00:00+00:00,ETH-USD,2179.77,2184.5,2178.01,2179.21,79.76518031
385343,2503092,1618218000,2021-04-12 09:00:00+00:00,ETH-USD,2182.39,2184.54,2182.38,2183.74,34.52921891
385403,2503152,1618221600,2021-04-12 10:00:00+00:00,ETH-USD,2144.52,2144.9,2138.73,2143.25,201.25389243
385463,2503212,1618225200,2021-04-12 11:00:00+00:00,ETH-USD,2137.52,2138.43,2133.44,2138.42,95.02538982
385523,2503272,1618228800,2021-04-12 12:00:00+00:00,ETH-USD,2149.48,2150.09,2146.15,2149.62,74.99027723
385583,2503332,1618232400,2021-04-12 13:00:00+00:00,ETH-USD,2155.13,2155.76,2152.22,2152.23,31.07886578
385643,2503392,1618236000,2021-04-12 14:00:00+00:00,ETH-USD,2150.0,2151.67,2149.84,2150.83,228.87402014
385703,2503452,1618239600,2021-04-12 15:00:00+00:00,ETH-USD,2128.83,2135.66,2128.01,2135.66,345.57081649
385763,2503512,1618243200,2021-04-12 16:00:00+00:00,ETH-USD,2121.65,2121.79,2106.94,2106.94,1333.23938081
385823,2503572,1618246800,2021-04-12 17:00:00+00:00,ETH-USD,2127.36,2127.36,2123.51,2124.1,126.21642579
385883,2503632,1618250400,2021-04-12 18:00:00+00:00,ETH-USD,2119.01,2119.01,2115.0,2115.13,338.18363843
385943,2503692,1618254000,2021-04-12 19:00:00+00:00,ETH-USD,2137.95,2138.12,2135.5,2135.51,46.85782512
386003,2503752,1618257600,2021-04-12 20:00:00+00:00,ETH-USD,2140.22,2143.28,2140.22,2142.91,78.54766651
386063,2503812,1618261200,2021-04-12 21:00:00+00:00,ETH-USD,2146.01,2147.88,2146.0,2147.87,42.36390009
386123,2503872,1618264800,2021-04-12 22:00:00+00:00,ETH-USD,2146.3,2147.37,2145.45,2145.99,173.65779582
386183,2503932,1618268400,2021-04-12 23:00:00+00:00,ETH-USD,2149.41,2149.5,2147.98,2148.04,69.97200661
386243,2503992,1618272000,2021-04-13 00:00:00+00:00,ETH-USD,2138.02,2145.19,2138.02,2143.02,469.02005717
386303,2504052,1618275600,2021-04-13 01:00:00+00:00,ETH-USD,2158.7,2158.7,2157.16,2157.55,33.86813328
386363,2504112,1618279200,2021-04-13 02:00:00+00:00,ETH-USD,2164.6,2168.4,2164.6,2167.25,133.70250428
386423,2504172,1618282800,2021-04-13 03:00:00+00:00,ETH-USD,2167.34,2170.73,2167.34,2170.7,85.80649616
386483,2504232,1618286400,2021-04-13 04:00:00+00:00,ETH-USD,2161.67,2163.99,2161.04,2163.12,108.35306091
386543,2504292,1618290000,2021-04-13 05:00:00+00:00,ETH-USD,2162.9,2163.82,2161.98,2161.98,21.28804913
386603,2504352,1618293600,2021-04-13 06:00:00+00:00,ETH-USD,2164.0,2166.02,2163.99,2165.79,53.47900749
386663,2504412,1618297200,2021-04-13 07:00:00+00:00,ETH-USD,2158.25,2166.47,2158.25,2166.2,107.79192405
386723,2504472,1618300800,2021-04-13 08:00:00+00:00,ETH-USD,2163.32,2167.3,2163.32,2167.26,66.21167799
386783,2504532,1618304400,2021-04-13 09:00:00+00:00,ETH-USD,2218.93,2221.0,2212.4,2212.41,470.04453806
386843,2504592,1618308000,2021-04-13 10:00:00+00:00,ETH-USD,2215.97,2216.81,2212.86,2216.46,79.09252878
386903,2504652,1618311600,2021-04-13 11:00:00+00:00,ETH-USD,2213.23,2215.42,2213.23,2215.04,132.17725125
386963,2504712,1618315200,2021-04-13 12:00:00+00:00,ETH-USD,2229.89,2233.0,2229.89,2230.48,394.33122896
387023,2504772,1618318800,2021-04-13 13:00:00+00:00,ETH-USD,2229.64,2230.0,2229.46,2229.81,241.78378855
387083,2504832,1618322400,2021-04-13 14:00:00+00:00,ETH-USD,2228.01,2230.48,2228.0,2229.6,102.75850451
387143,2504892,1618326000,2021-04-13 15:00:00+00:00,ETH-USD,2262.63,2264.82,2262.63,2264.63,256.13463483
387203,2504952,1618329600,2021-04-13 16:00:00+00:00,ETH-USD,2278.68,2284.0,2277.21,2284.0,648.10812376
387263,2505012,1618333200,2021-04-13 17:00:00+00:00,ETH-USD,2271.69,2272.42,2271.68,2272.42,127.63984853
387323,2505072,1618336800,2021-04-13 18:00:00+00:00,ETH-USD,2311.8,2314.5,2309.4,2314.5,217.71646358
387383,2505132,1618340400,2021-04-13 19:00:00+00:00,ETH-USD,2264.67,2277.1,2264.35,2276.05,331.27219149
387443,2505192,1618344000,2021-04-13 20:00:00+00:00,ETH-USD,2298.59,2301.41,2295.88,2300.31,221.33211269
387503,2505252,1618347600,2021-04-13 21:00:00+00:00,ETH-USD,2302.48,2302.93,2301.06,2301.41,56.82950212
387563,2505312,1618351200,2021-04-13 22:00:00+00:00,ETH-USD,2283.08,2284.81,2282.59,2284.8,116.66382644
387623,2505372,1618354800,2021-04-13 23:00:00+00:00,ETH-USD,2285.0,2287.0,2283.82,2286.43,260.00129534
387683,2505432,1618358400,2021-04-14 00:00:00+00:00,ETH-USD,2300.01,2306.98,2300.0,2302.16,180.55561411
387743,2505492,1618362000,2021-04-14 01:00:00+00:00,ETH-USD,2298.69,2298.69,2295.26,2295.91,216.15774533
387803,2505552,1618365600,2021-04-14 02:00:00+00:00,ETH-USD,2293.23,2293.24,2290.07,2290.66,139.32682312
387863,2505612,1618369200,2021-04-14 03:00:00+00:00,ETH-USD,2296.54,2296.76,2293.03,2293.62,142.4298685
387923,2505672,1618372800,2021-04-14 04:00:00+00:00,ETH-USD,2347.85,2351.52,2347.45,2350.91,285.08722187
387983,2505732,1618376400,2021-04-14 05:00:00+00:00,ETH-USD,2373.01,2379.0,2373.01,2378.39,127.96019113
388043,2505792,1618380000,2021-04-14 06:00:00+00:00,ETH-USD,2362.46,2362.8,2355.93,2357.07,70.89877698
388103,2505852,1618383600,2021-04-14 07:00:00+00:00,ETH-USD,2390.52,2390.52,2386.85,2387.63,165.5307741
388163,2505912,1618387200,2021-04-14 08:00:00+00:00,ETH-USD,2373.42,2380.55,2373.41,2377.46,287.63653918
388223,2505972,1618390800,2021-04-14 09:00:00+00:00,ETH-USD,2349.63,2354.7,2349.03,2352.55,85.02482949
388283,2506032,1618394400,2021-04-14 10:00:00+00:00,ETH-USD,2343.52,2345.74,2334.78,2335.19,132.01346946
388343,2506092,1618398000,2021-04-14 11:00:00+00:00,ETH-USD,2361.4,2363.51,2360.27,2363.16,86.41189998
388403,2506152,1618401600,2021-04-14 12:00:00+00:00,ETH-USD,2390.74,2394.79,2390.73,2394.27,185.01000454
388463,2506212,1618405200,2021-04-14 13:00:00+00:00,ETH-USD,2360.26,2361.01,2354.28,2358.16,251.75693048
388523,2506272,1618408800,2021-04-14 14:00:00+00:00,ETH-USD,2356.14,2356.15,2345.94,2347.16,476.53595587
388583,2506332,1618412400,2021-04-14 15:00:00+00:00,ETH-USD,2329.47,2330.43,2321.27,2323.02,450.25765689
388643,2506392,1618416000,2021-04-14 16:00:00+00:00,ETH-USD,2349.61,2356.69,2349.61,2356.13,904.86499875
388703,2506452,1618419600,2021-04-14 17:00:00+00:00,ETH-USD,2374.13,2374.14,2370.0,2370.54,139.43147085
388763,2506512,1618423200,2021-04-14 18:00:00+00:00,ETH-USD,2330.1,2332.28,2319.67,2321.76,703.45879488
388823,2506572,1618426800,2021-04-14 19:00:00+00:00,ETH-USD,2336.34,2336.34,2327.35,2329.47,223.00083649
388883,2506632,1618430400,2021-04-14 20:00:00+00:00,ETH-USD,2333.78,2334.86,2328.28,2328.43,421.01597048
388943,2506692,1618434000,2021-04-14 21:00:00+00:00,ETH-USD,2369.43,2372.99,2367.04,2372.98,147.39810949
389003,2506752,1618437600,2021-04-14 22:00:00+00:00,ETH-USD,2425.53,2425.67,2414.34,2416.95,367.92653198
389063,2506812,1618441200,2021-04-14 23:00:00+00:00,ETH-USD,2426.95,2429.99,2426.85,2428.13,95.11193677
389123,2506872,1618444800,2021-04-15 00:00:00+00:00,ETH-USD,2432.16,2442.0,2432.12,2441.82,344.16905608
389183,2506932,1618448400,2021-04-15 01:00:00+00:00,ETH-USD,2415.69,2420.71,2415.68,2420.71,246.73909923
389243,2506992,1618452000,2021-04-15 02:00:00+00:00,ETH-USD,2419.05,2424.83,2417.7,2423.9,89.27648478
389303,2507052,1618455600,2021-04-15 03:00:00+00:00,ETH-USD,2424.07,2425.67,2423.39,2424.94,150.75125431
389363,2507112,1618459200,2021-04-15 04:00:00+00:00,ETH-USD,2475.31,2476.46,2474.48,2474.96,150.86458629
389423,2507172,1618462800,2021-04-15 05:00:00+00:00,ETH-USD,2450.2,2454.68,2450.01,2454.68,108.42853801
389483,2507232,1618466400,2021-04-15 06:00:00+00:00,ETH-USD,2469.85,2474.0,2469.83,2472.3,41.9318442
389543,2507292,1618470000,2021-04-15 07:00:00+00:00,ETH-USD,2464.36,2468.18,2463.57,2464.31,48.39993074
389603,2507352,1618473600,2021-04-15 08:00:00+00:00,ETH-USD,2469.81,2476.33,2469.81,2476.33,109.95910687
389663,2507412,1618477200,2021-04-15 09:00:00+00:00,ETH-USD,2437.27,2439.7,2437.27,2439.7,583.5819719
389723,2507472,1618480800,2021-04-15 10:00:00+00:00,ETH-USD,2449.57,2454.87,2449.33,2453.25,22.38188888
389783,2507532,1618484400,2021-04-15 11:00:00+00:00,ETH-USD,2412.83,2417.33,2412.46,2416.75,919.2344558
389843,2507592,1618488000,2021-04-15 12:00:00+00:00,ETH-USD,2429.7,2429.7,2423.58,2424.51,111.21823207
389903,2507652,1618491600,2021-04-15 13:00:00+00:00,ETH-USD,2440.0,2440.0,2438.5,2438.93,94.55319764
389963,2507712,1618495200,2021-04-15 14:00:00+00:00,ETH-USD,2469.66,2475.0,2469.03,2473.57,159.65421882
390023,2507772,1618498800,2021-04-15 15:00:00+00:00,ETH-USD,2466.44,2470.0,2465.08,2468.17,152.9526939
390083,2507832,1618502400,2021-04-15 16:00:00+00:00,ETH-USD,2464.16,2472.0,2464.15,2471.82,118.77044741
390143,2507892,1618506000,2021-04-15 17:00:00+00:00,ETH-USD,2456.96,2460.25,2456.49,2457.01,276.44744271
390203,2507952,1618509600,2021-04-15 18:00:00+00:00,ETH-USD,2463.29,2463.29,2459.07,2461.74,127.22473305
390263,2508012,1618513200,2021-04-15 19:00:00+00:00,ETH-USD,2472.67,2472.96,2471.07,2472.71,73.63944055
390323,2508072,1618516800,2021-04-15 20:00:00+00:00,ETH-USD,2482.01,2485.83,2482.0,2483.67,462.76049799
390383,2508132,1618520400,2021-04-15 21:00:00+00:00,ETH-USD,2504.45,2504.88,2501.3,2502.71,156.52953891
390443,2508192,1618524000,2021-04-15 22:00:00+00:00,ETH-USD,2505.0,2505.0,2501.14,2504.44,161.29691365
390503,2508252,1618527600,2021-04-15 23:00:00+00:00,ETH-USD,2534.16,2536.01,2532.82,2533.93,131.67232745
390563,2508312,1618531200,2021-04-16 00:00:00+00:00,ETH-USD,2517.03,2525.63,2517.03,2523.57,455.89493689
390623,2508372,1618534800,2021-04-16 01:00:00+00:00,ETH-USD,2531.19,2537.33,2530.68,2536.71,218.7238875
390683,2508432,1618538400,2021-04-16 02:00:00+00:00,ETH-USD,2508.98,2510.23,2506.01,2506.35,166.68904689
390743,2508492,1618542000,2021-04-16 03:00:00+00:00,ETH-USD,2491.1,2493.49,2490.46,2493.49,275.57715346
390803,2508552,1618545600,2021-04-16 04:00:00+00:00,ETH-USD,2500.21,2501.56,2493.14,2494.14,164.97134823
390863,2508612,1618549200,2021-04-16 05:00:00+00:00,ETH-USD,2425.88,2428.62,2415.81,2428.58,984.93861041
390923,2508672,1618552800,2021-04-16 06:00:00+00:00,ETH-USD,2423.43,2423.99,2411.53,2411.54,99.55006068
390983,2508732,1618556400,2021-04-16 07:00:00+00:00,ETH-USD,2418.09,2418.15,2412.83,2416.26,266.56273405
391043,2508792,1618560000,2021-04-16 08:00:00+00:00,ETH-USD,2429.08,2434.6,2429.08,2430.67,149.20757571
391103,2508852,1618563600,2021-04-16 09:00:00+00:00,ETH-USD,2420.77,2420.77,2413.29,2415.12,175.67385555
391163,2508912,1618567200,2021-04-16 10:00:00+00:00,ETH-USD,2384.55,2385.27,2377.49,2381.0,140.60787753
391223,2508972,1618570800,2021-04-16 11:00:00+00:00,ETH-USD,2353.71,2364.42,2350.0,2364.07,339.81424032
391283,2509032,1618574400,2021-04-16 12:00:00+00:00,ETH-USD,2384.3,2385.41,2377.31,2377.67,173.92085279
391343,2509092,1618578000,2021-04-16 13:00:00+00:00,ETH-USD,2382.57,2382.57,2378.0,2378.35,183.33470899
391403,2509152,1618581600,2021-04-16 14:00:00+00:00,ETH-USD,2355.13,2367.5,2351.59,2367.37,762.03076916
391463,2509212,1618585200,2021-04-16 15:00:00+00:00,ETH-USD,2412.81,2412.88,2410.0,2410.43,138.48419222
391523,2509272,1618588800,2021-04-16 16:00:00+00:00,ETH-USD,2434.84,2440.99,2434.45,2434.45,454.14923622
391583,2509332,1618592400,2021-04-16 17:00:00+00:00,ETH-USD,2432.14,2437.99,2431.55,2437.89,247.55519522
391643,2509392,1618596000,2021-04-16 18:00:00+00:00,ETH-USD,2430.15,2432.4,2429.12,2432.37,272.08516908
391703,2509452,1618599600,2021-04-16 19:00:00+00:00,ETH-USD,2436.69,2439.51,2435.67,2436.98,125.24414908
391763,2509512,1618603200,2021-04-16 20:00:00+00:00,ETH-USD,2435.29,2437.0,2434.0,2436.98,104.2634675
391823,2509572,1618606800,2021-04-16 21:00:00+00:00,ETH-USD,2460.47,2464.48,2460.47,2464.47,346.33140702
391883,2509632,1618610400,2021-04-16 22:00:00+00:00,ETH-USD,2450.01,2459.97,2450.0,2453.44,199.86049421
391943,2509692,1618614000,2021-04-16 23:00:00+00:00,ETH-USD,2424.34,2430.0,2424.33,2430.0,126.94673875
392003,2509752,1618617600,2021-04-17 00:00:00+00:00,ETH-USD,2426.64,2439.21,2426.63,2435.91,243.49608152
392063,2509812,1618621200,2021-04-17 01:00:00+00:00,ETH-USD,2463.34,2471.62,2463.11,2471.62,130.39648756
392123,2509872,1618624800,2021-04-17 02:00:00+00:00,ETH-USD,2480.07,2485.05,2480.06,2484.94,60.49638955
392183,2509932,1618628400,2021-04-17 03:00:00+00:00,ETH-USD,2487.6,2491.81,2487.6,2490.01,217.50843680000003
392243,2509992,1618632000,2021-04-17 04:00:00+00:00,ETH-USD,2489.78,2495.32,2489.42,2494.16,393.55253901
392303,2510052,1618635600,2021-04-17 05:00:00+00:00,ETH-USD,2483.97,2484.67,2481.45,2484.63,36.34233035
392363,2510112,1618639200,2021-04-17 06:00:00+00:00,ETH-USD,2482.21,2484.24,2480.03,2480.28,48.11251442
392423,2510172,1618642800,2021-04-17 07:00:00+00:00,ETH-USD,2470.74,2472.02,2468.37,2469.27,40.84963139
392483,2510232,1618646400,2021-04-17 08:00:00+00:00,ETH-USD,2464.26,2469.96,2464.26,2468.49,67.67550875
392543,2510292,1618650000,2021-04-17 09:00:00+00:00,ETH-USD,2469.91,2471.8,2468.83,2468.84,44.032005700000006
392603,2510352,1618653600,2021-04-17 10:00:00+00:00,ETH-USD,2437.31,2438.2,2435.0,2435.0,27.55319001
392663,2510412,1618657200,2021-04-17 11:00:00+00:00,ETH-USD,2420.99,2421.0,2413.0,2413.91,115.19818845
392723,2510472,1618660800,2021-04-17 12:00:00+00:00,ETH-USD,2411.0,2411.01,2401.74,2401.75,111.69073045
392783,2510532,1618664400,2021-04-17 13:00:00+00:00,ETH-USD,2414.01,2414.01,2409.44,2409.44,48.77641616
392843,2510592,1618668000,2021-04-17 14:00:00+00:00,ETH-USD,2407.66,2407.66,2401.02,2401.91,142.58204355
392903,2510652,1618671600,2021-04-17 15:00:00+00:00,ETH-USD,2387.72,2387.87,2383.0,2384.35,101.97963434
392963,2510712,1618675200,2021-04-17 16:00:00+00:00,ETH-USD,2346.46,2346.46,2331.0,2334.01,391.49027417
393023,2510772,1618678800,2021-04-17 17:00:00+00:00,ETH-USD,2353.54,2357.25,2353.17,2356.31,149.23544287
393083,2510832,1618682400,2021-04-17 18:00:00+00:00,ETH-USD,2330.45,2334.81,2326.76,2331.51,445.5057595
393143,2510892,1618686000,2021-04-17 19:00:00+00:00,ETH-USD,2364.84,2370.2,2364.58,2368.62,95.61502235
393203,2510952,1618689600,2021-04-17 20:00:00+00:00,ETH-USD,2382.03,2383.26,2379.64,2380.51,77.77060894
393263,2511012,1618693200,2021-04-17 21:00:00+00:00,ETH-USD,2392.53,2392.54,2390.84,2391.3,86.68954025
393323,2511072,1618696800,2021-04-17 22:00:00+00:00,ETH-USD,2393.21,2396.46,2390.6,2395.82,58.47707669
393383,2511132,1618700400,2021-04-17 23:00:00+00:00,ETH-USD,2379.8,2384.03,2378.1,2383.26,62.09052792
393443,2511192,1618704000,2021-04-18 00:00:00+00:00,ETH-USD,2319.11,2327.0,2317.38,2326.18,546.95484447
393503,2511252,1618707600,2021-04-18 01:00:00+00:00,ETH-USD,2286.34,2292.0,2283.5,2290.02,236.72910346
393563,2511312,1618711200,2021-04-18 02:00:00+00:00,ETH-USD,2287.22,2287.22,2277.11,2280.05,363.13640717
393623,2511372,1618714800,2021-04-18 03:00:00+00:00,ETH-USD,2256.44,2265.91,2253.98,2262.76,222.64748712
393683,2511432,1618718400,2021-04-18 04:00:00+00:00,ETH-USD,2240.91,2240.91,2200.0,2226.29,1466.05014734
393743,2511492,1618722000,2021-04-18 05:00:00+00:00,ETH-USD,2160.09,2169.34,2154.21,2169.34,373.60255576
393803,2511552,1618725600,2021-04-18 06:00:00+00:00,ETH-USD,2183.15,2186.14,2180.0,2186.1,181.75728722
393863,2511612,1618729200,2021-04-18 07:00:00+00:00,ETH-USD,2193.99,2197.05,2192.57,2195.19,83.97908496
393923,2511672,1618732800,2021-04-18 08:00:00+00:00,ETH-USD,2215.6,2223.47,2215.48,2223.06,36.87417122
393983,2511732,1618736400,2021-04-18 09:00:00+00:00,ETH-USD,2143.34,2157.61,2142.97,2157.07,578.02240162
394043,2511792,1618740000,2021-04-18 10:00:00+00:00,ETH-USD,2120.19,2120.47,2113.51,2115.25,209.19536666
394103,2511852,1618743600,2021-04-18 11:00:00+00:00,ETH-USD,2124.2,2124.42,2120.04,2120.4,74.63757634
394163,2511912,1618747200,2021-04-18 12:00:00+00:00,ETH-USD,2055.2,2068.63,2050.0,2067.5,497.61828143
394223,2511972,1618750800,2021-04-18 13:00:00+00:00,ETH-USD,2106.93,2107.3,2098.2,2100.31,347.75761178
394283,2512032,1618754400,2021-04-18 14:00:00+00:00,ETH-USD,2122.8,2124.78,2121.21,2124.64,83.05347829
394343,2512092,1618758000,2021-04-18 15:00:00+00:00,ETH-USD,2135.64,2135.64,2131.02,2131.79,231.31695319
