,Unnamed: 0,Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1267939,3385688,1671181200,2022-12-16 09:00:00+00:00,ETH-USD,1245.37,1245.38,1210.0,1220.8,7518.30131515
1267999,3385748,1671184800,2022-12-16 10:00:00+00:00,ETH-USD,1213.25,1213.27,1211.76,1212.09,335.44553411
1268059,3385808,1671188400,2022-12-16 11:00:00+00:00,ETH-USD,1209.5,1209.5,1208.29,1208.85,589.92758455
1268119,3385868,1671192000,2022-12-16 12:00:00+00:00,ETH-USD,1213.0,1213.0,1212.0,1212.22,547.2208413
1268179,3385928,1671195600,2022-12-16 13:00:00+00:00,ETH-USD,1213.79,1213.79,1212.09,1212.3,372.34821837
1268239,3385988,1671199200,2022-12-16 14:00:00+00:00,ETH-USD,1208.02,1208.5,1207.02,1207.13,372.78416171
1268299,3386048,1671202800,2022-12-16 15:00:00+00:00,ETH-USD,1214.94,1214.98,1212.72,1213.32,535.58919503
1268359,3386108,1671206400,2022-12-16 16:00:00+00:00,ETH-USD,1203.66,1204.29,1203.06,1204.1,107.06659786
1268419,3386168,1671210000,2022-12-16 17:00:00+00:00,ETH-USD,1188.57,1189.11,1185.9,1188.45,1153.29141353
1268479,3386228,1671213600,2022-12-16 18:00:00+00:00,ETH-USD,1193.83,1194.24,1193.59,1193.75,200.21983549
1268539,3386288,1671217200,2022-12-16 19:00:00+00:00,ETH-USD,1195.98,1196.22,1195.68,1195.85,135.75150584
1268599,3386348,1671220800,2022-12-16 20:00:00+00:00,ETH-USD,1202.34,1202.84,1201.58,1201.69,366.48845164
1268659,3386408,1671224400,2022-12-16 21:00:00+00:00,ETH-USD,1204.49,1205.42,1204.4,1205.24,331.86012031
1268719,3386468,1671228000,2022-12-16 22:00:00+00:00,ETH-USD,1194.66,1195.09,1194.39,1194.92,267.77206386
1268779,3386528,1671231600,2022-12-16 23:00:00+00:00,ETH-USD,1179.02,1181.72,1178.7,1179.81,563.37730711
1268839,3386588,1671235200,2022-12-17 00:00:00+00:00,ETH-USD,1166.98,1167.18,1165.51,1166.54,541.21879406
1268899,3386648,1671238800,2022-12-17 01:00:00+00:00,ETH-USD,1173.14,1173.18,1172.45,1172.81,204.34753207
1268959,3386708,1671242400,2022-12-17 02:00:00+00:00,ETH-USD,1169.69,1170.1,1169.28,1169.94,134.24349481
1269019,3386768,1671246000,2022-12-17 03:00:00+00:00,ETH-USD,1173.86,1174.92,1173.85,1174.05,232.92760554
1269079,3386828,1671249600,2022-12-17 04:00:00+00:00,ETH-USD,1175.42,1176.44,1175.42,1175.93,141.773871
1269139,3386888,1671253200,2022-12-17 05:00:00+00:00,ETH-USD,1180.42,1181.03,1179.84,1180.11,371.69940887
1269199,3386948,1671256800,2022-12-17 06:00:00+00:00,ETH-USD,1177.33,1177.58,1176.63,1176.76,179.50674114
1269259,3387008,1671260400,2022-12-17 07:00:00+00:00,ETH-USD,1180.91,1181.57,1180.87,1181.5,89.6439506
1269319,3387068,1671264000,2022-12-17 08:00:00+00:00,ETH-USD,1183.95,1184.45,1183.11,1183.57,294.67883467
1269379,3387128,1671267600,2022-12-17 09:00:00+00:00,ETH-USD,1180.46,1180.93,1180.34,1180.7,151.08588974
1269439,3387188,1671271200,2022-12-17 10:00:00+00:00,ETH-USD,1177.45,1177.77,1176.91,1176.91,143.77261718
1269499,3387248,1671274800,2022-12-17 11:00:00+00:00,ETH-USD,1184.74,1189.37,1184.62,1186.12,652.63054052
1269559,3387308,1671278400,2022-12-17 12:00:00+00:00,ETH-USD,1180.51,1181.32,1180.29,1181.21,466.46472124
1269619,3387368,1671282000,2022-12-17 13:00:00+00:00,ETH-USD,1179.57,1179.67,1179.02,1179.42,169.99153003
1269679,3387428,1671285600,2022-12-17 14:00:00+00:00,ETH-USD,1177.83,1178.27,1177.44,1178.27,154.18154852
1269739,3387488,1671289200,2022-12-17 15:00:00+00:00,ETH-USD,1177.49,1178.59,1177.27,1178.08,73.80554474
1269799,3387548,1671292800,2022-12-17 16:00:00+00:00,ETH-USD,1180.09,1180.25,1179.53,1179.72,102.91326353
1269859,3387608,1671296400,2022-12-17 17:00:00+00:00,ETH-USD,1178.54,1179.48,1178.47,1179.32,116.42684294
1269919,3387668,1671300000,2022-12-17 18:00:00+00:00,ETH-USD,1174.21,1174.81,1173.85,1174.1,218.95711536
1269979,3387728,1671303600,2022-12-17 19:00:00+00:00,ETH-USD,1177.49,1177.66,1176.81,1176.83,148.43071153
1270039,3387788,1671307200,2022-12-17 20:00:00+00:00,ETH-USD,1176.8,1177.34,1176.71,1177.34,63.31131665
1270099,3387848,1671310800,2022-12-17 21:00:00+00:00,ETH-USD,1177.86,1177.86,1177.09,1177.16,118.83189357
1270159,3387908,1671314400,2022-12-17 22:00:00+00:00,ETH-USD,1178.42,1178.64,1177.83,1178.08,197.33212953
1270219,3387968,1671318000,2022-12-17 23:00:00+00:00,ETH-USD,1186.25,1187.19,1185.46,1186.35,458.1740317
1270279,3388028,1671321600,2022-12-18 00:00:00+00:00,ETH-USD,1187.17,1188.38,1186.97,1188.03,528.01383709
1270339,3388088,1671325200,2022-12-18 01:00:00+00:00,ETH-USD,1184.84,1184.84,1184.61,1184.67,11.36913502
1270399,3388148,1671328800,2022-12-18 02:00:00+00:00,ETH-USD,1181.98,1182.3,1181.86,1182.01,33.41423589
1270459,3388208,1671332400,2022-12-18 03:00:00+00:00,ETH-USD,1186.54,1186.73,1186.43,1186.46,62.30460654
1270519,3388268,1671336000,2022-12-18 04:00:00+00:00,ETH-USD,1187.6,1187.78,1187.51,1187.75,80.47916052
1270579,3388328,1671339600,2022-12-18 05:00:00+00:00,ETH-USD,1191.42,1191.87,1191.17,1191.77,276.9197688
1270639,3388388,1671343200,2022-12-18 06:00:00+00:00,ETH-USD,1187.46,1187.61,1186.85,1187.0,118.29413248
1270699,3388448,1671346800,2022-12-18 07:00:00+00:00,ETH-USD,1185.86,1185.96,1185.57,1185.83,42.23658821
1270759,3388508,1671350400,2022-12-18 08:00:00+00:00,ETH-USD,1186.91,1187.17,1186.69,1187.1,204.35907321
1270819,3388568,1671354000,2022-12-18 09:00:00+00:00,ETH-USD,1187.46,1187.62,1187.25,1187.38,44.64748761
1270879,3388628,1671357600,2022-12-18 10:00:00+00:00,ETH-USD,1178.29,1178.34,1177.38,1178.16,214.22238269
1270939,3388688,1671361200,2022-12-18 11:00:00+00:00,ETH-USD,1180.54,1180.72,1180.41,1180.62,123.14600116
1270999,3388748,1671364800,2022-12-18 12:00:00+00:00,ETH-USD,1182.4,1182.98,1182.36,1182.91,184.30728971
1271059,3388808,1671368400,2022-12-18 13:00:00+00:00,ETH-USD,1181.62,1181.77,1181.5,1181.5,22.37776425
1271119,3388868,1671372000,2022-12-18 14:00:00+00:00,ETH-USD,1178.83,1178.86,1178.71,1178.72,26.58833787
1271179,3388928,1671375600,2022-12-18 15:00:00+00:00,ETH-USD,1175.16,1175.25,1174.85,1175.13,65.06470233
1271239,3388988,1671379200,2022-12-18 16:00:00+00:00,ETH-USD,1174.34,1174.68,1174.04,1174.41,174.43593934
1271299,3389048,1671382800,2022-12-18 17:00:00+00:00,ETH-USD,1177.81,1178.14,1177.78,1177.97,19.20650052
1271359,3389108,1671386400,2022-12-18 18:00:00+00:00,ETH-USD,1178.48,1178.98,1178.35,1178.69,147.93917452
1271419,3389168,1671390000,2022-12-18 19:00:00+00:00,ETH-USD,1180.01,1181.25,1179.3,1179.45,613.70998098
1271479,3389228,1671393600,2022-12-18 20:00:00+00:00,ETH-USD,1183.67,1183.77,1183.15,1183.22,69.59012552
1271539,3389288,1671397200,2022-12-18 21:00:00+00:00,ETH-USD,1185.8,1186.38,1185.75,1186.07,706.47542223
1271599,3389348,1671400800,2022-12-18 22:00:00+00:00,ETH-USD,1182.74,1183.21,1182.55,1183.0,77.28092035
1271659,3389408,1671404400,2022-12-18 23:00:00+00:00,ETH-USD,1187.68,1188.72,1186.36,1187.41,301.65943234
1271719,3389468,1671408000,2022-12-19 00:00:00+00:00,ETH-USD,1183.37,1184.38,1183.36,1184.23,264.49010856
1271779,3389528,1671411600,2022-12-19 01:00:00+00:00,ETH-USD,1189.37,1189.54,1188.96,1189.05,87.22794397
1271839,3389588,1671415200,2022-12-19 02:00:00+00:00,ETH-USD,1190.62,1190.78,1189.83,1190.1,84.92541605
